epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,927.055,1.0161,0.67205,0.98688,0.9904,0.97145,0.995,0.71172,1.1498,0.52277,1.03971,0.0004126,0.0004126,0.0004126
180,931.519,1.04198,0.6654,0.99299,0.99164,0.97159,0.995,0.69716,1.19868,0.52933,1.05961,0.0004093,0.0004093,0.0004093
181,935.961,0.99428,0.63131,0.98375,0.98448,0.98175,0.995,0.75004,1.08734,0.50178,1.01324,0.000406,0.000406,0.000406
182,940.402,0.98496,0.63005,1.01192,0.97858,0.99104,0.995,0.75206,1.04569,0.49157,0.99919,0.0004027,0.0004027,0.0004027
183,944.678,0.95444,0.62407,0.99594,0.97906,0.99271,0.995,0.76053,1.03486,0.48288,0.99346,0.0003994,0.0003994,0.0003994
184,949.09,0.96309,0.64597,1.01277,0.9854,0.99097,0.995,0.68271,1.22792,0.49221,1.0667,0.0003961,0.0003961,0.0003961
185,953.61,1.04819,0.66604,1.03852,0.98755,0.98809,0.995,0.63569,1.38041,0.51984,1.13792,0.0003928,0.0003928,0.0003928
186,958.087,1.00651,0.60706,0.98411,0.98765,0.98714,0.995,0.64607,1.35647,0.52166,1.12605,0.0003895,0.0003895,0.0003895
187,962.586,1.00435,0.62777,0.95736,0.98379,0.9877,0.995,0.69496,1.16948,0.48512,1.03949,0.0003862,0.0003862,0.0003862
188,966.798,1.00838,0.62089,0.98828,0.98205,0.98794,0.995,0.68842,1.19054,0.48574,1.05222,0.0003829,0.0003829,0.0003829
189,971.337,0.98905,0.58502,0.97574,0.97983,0.98768,0.995,0.65627,1.28633,0.50307,1.09585,0.0003796,0.0003796,0.0003796
190,975.639,1.01305,0.61065,1.0049,0.99074,0.97428,0.995,0.6244,1.36293,0.52105,1.12951,0.0003763,0.0003763,0.0003763
191,979.82,0.9527,0.57703,0.94459,0.98079,0.98525,0.995,0.67827,1.23433,0.4934,1.06829,0.000373,0.000373,0.000373
192,983.952,0.98515,0.62986,1.03192,0.98217,0.98836,0.995,0.71977,1.08451,0.46347,1.00456,0.0003697,0.0003697,0.0003697
193,988.277,0.98145,0.57913,0.97437,0.98489,0.98826,0.995,0.74048,1.03871,0.4573,0.98653,0.0003664,0.0003664,0.0003664
194,992.55,0.98764,0.61132,0.94988,0.98544,0.98628,0.995,0.71055,1.12334,0.48075,1.02021,0.0003631,0.0003631,0.0003631
195,996.811,0.91633,0.61117,0.98632,0.98631,0.98564,0.995,0.6949,1.19975,0.49012,1.05298,0.0003598,0.0003598,0.0003598
196,1001.08,0.97386,0.61627,0.98541,0.98624,0.9854,0.995,0.68249,1.24116,0.49184,1.07697,0.0003565,0.0003565,0.0003565
197,1005.39,0.95026,0.59674,0.95433,0.98932,0.97778,0.995,0.70298,1.22104,0.47829,1.07156,0.0003532,0.0003532,0.0003532
198,1009.78,1.02228,0.61058,0.96736,0.9828,0.98198,0.995,0.69818,1.23764,0.47871,1.08015,0.0003499,0.0003499,0.0003499
199,1014.26,0.98842,0.61911,1.00097,0.98897,0.9724,0.995,0.68791,1.28736,0.49796,1.10745,0.0003466,0.0003466,0.0003466
200,1018.9,1.0392,0.67329,1.00687,0.98325,0.97337,0.995,0.69462,1.22611,0.51296,1.07491,0.0003433,0.0003433,0.0003433
201,1023.38,1.03428,0.66473,0.99813,0.98236,0.97407,0.995,0.71319,1.15446,0.50754,1.03627,0.00034,0.00034,0.00034
202,1027.65,0.96298,0.60146,1.00204,0.98156,0.97514,0.995,0.71916,1.12353,0.50787,1.02101,0.0003367,0.0003367,0.0003367
203,1032.01,0.94458,0.63162,0.95782,0.98883,0.97475,0.995,0.70251,1.1587,0.49615,1.03261,0.0003334,0.0003334,0.0003334
204,1036.42,0.97558,0.59963,0.97528,0.9907,0.97547,0.995,0.70401,1.17232,0.49446,1.0362,0.0003301,0.0003301,0.0003301
205,1040.85,0.9612,0.58102,0.98576,0.99259,0.97472,0.995,0.72401,1.1361,0.49467,1.01933,0.0003268,0.0003268,0.0003268
206,1045.45,0.99098,0.66343,0.96534,0.98947,0.9753,0.995,0.73141,1.12031,0.51405,1.01537,0.0003235,0.0003235,0.0003235
207,1050.1,1.00054,0.59617,0.99931,0.98628,0.96829,0.99375,0.70617,1.16042,0.50816,1.03605,0.0003202,0.0003202,0.0003202
208,1054.58,0.98822,0.67234,0.98231,0.98478,0.96789,0.99375,0.70028,1.19394,0.49861,1.0526,0.0003169,0.0003169,0.0003169
209,1058.88,0.94704,0.57969,0.97477,0.98416,0.96764,0.99375,0.6998,1.20558,0.49068,1.06074,0.0003136,0.0003136,0.0003136
210,1063.23,0.97945,0.60471,0.98152,0.98812,0.97035,0.995,0.72603,1.16388,0.49916,1.04565,0.0003103,0.0003103,0.0003103
211,1067.79,0.93585,0.60892,0.99313,0.99124,0.96968,0.995,0.72864,1.1442,0.49175,1.03592,0.000307,0.000307,0.000307
212,1072.27,0.96883,0.58997,0.96044,0.99165,0.96945,0.995,0.72976,1.12138,0.49204,1.0251,0.0003037,0.0003037,0.0003037
213,1077.02,0.96453,0.60962,0.99334,0.99308,0.97095,0.995,0.74783,1.09574,0.49664,1.01458,0.0003004,0.0003004,0.0003004
214,1081.45,0.95369,0.58923,0.97207,0.99289,0.97136,0.995,0.74404,1.0993,0.50002,1.01211,0.0002971,0.0002971,0.0002971
215,1085.86,0.96047,0.61362,0.97201,0.99237,0.97267,0.995,0.7352,1.10851,0.49988,1.01588,0.0002938,0.0002938,0.0002938
216,1090.38,0.99492,0.62319,0.97725,0.99222,0.97363,0.995,0.71927,1.12859,0.50807,1.02205,0.0002905,0.0002905,0.0002905
217,1094.83,0.93385,0.58907,0.98057,0.99138,0.97477,0.995,0.72884,1.11843,0.50455,1.01816,0.0002872,0.0002872,0.0002872
218,1099.22,0.95501,0.58969,0.9944,0.99007,0.97614,0.995,0.7422,1.07356,0.49161,1.00064,0.0002839,0.0002839,0.0002839
219,1103.4,0.95811,0.62194,0.98094,0.99,0.97883,0.995,0.75073,1.06105,0.48025,0.9981,0.0002806,0.0002806,0.0002806
220,1107.85,1.00231,0.62963,0.97899,0.99059,0.97796,0.995,0.74659,1.0725,0.48321,1.00403,0.0002773,0.0002773,0.0002773
221,1111.99,0.95822,0.60068,1.01603,0.99143,0.97763,0.995,0.74318,1.07373,0.48155,1.00506,0.000274,0.000274,0.000274
222,1116.38,1.00289,0.57824,1.00389,0.99205,0.97565,0.995,0.73933,1.0787,0.48163,1.00936,0.0002707,0.0002707,0.0002707
223,1120.79,0.99655,0.58621,1.00445,0.98998,0.97761,0.995,0.75867,1.05553,0.48065,1.00002,0.0002674,0.0002674,0.0002674
224,1125.09,1.02983,0.63893,0.99219,0.98717,0.98096,0.995,0.76258,1.03556,0.47976,0.99221,0.0002641,0.0002641,0.0002641
225,1129.72,1.05183,0.62788,0.97284,0.985,0.98449,0.995,0.76906,1.03509,0.47554,0.99483,0.0002608,0.0002608,0.0002608
226,1134.03,0.98725,0.61843,1.01766,0.98653,0.98173,0.995,0.75215,1.05467,0.47773,1.0049,0.0002575,0.0002575,0.0002575
227,1138.7,1.01138,0.61374,1.01162,0.98627,0.98152,0.995,0.74934,1.06421,0.48612,1.00804,0.0002542,0.0002542,0.0002542
228,1143.26,0.99026,0.60281,0.97711,0.98586,0.98223,0.995,0.73916,1.07159,0.48659,1.01026,0.0002509,0.0002509,0.0002509
229,1147.69,0.99161,0.58341,1.00962,0.98759,0.98022,0.995,0.76057,1.05095,0.48446,0.99826,0.0002476,0.0002476,0.0002476
230,1151.95,0.99611,0.6221,1.02921,0.98763,0.97867,0.995,0.75675,1.05626,0.48721,0.99963,0.0002443,0.0002443,0.0002443
231,1156.37,0.97587,0.58678,1.00175,0.98569,0.97989,0.995,0.74335,1.07599,0.48585,1.00599,0.000241,0.000241,0.000241
232,1161,0.91174,0.5499,0.95374,0.98932,0.97711,0.995,0.71104,1.1788,0.48621,1.05641,0.0002377,0.0002377,0.0002377
233,1165.28,0.97571,0.59932,0.98853,0.99069,0.97644,0.995,0.70097,1.19483,0.48533,1.0655,0.0002344,0.0002344,0.0002344
234,1169.41,0.96269,0.57043,1.00555,0.99096,0.97739,0.995,0.70825,1.17638,0.47511,1.05447,0.0002311,0.0002311,0.0002311
235,1173.79,0.97252,0.56032,0.99155,0.9917,0.98033,0.995,0.74514,1.06561,0.45521,1.00419,0.0002278,0.0002278,0.0002278
236,1178.04,0.95907,0.57467,0.98696,0.98996,0.98369,0.995,0.74267,1.04537,0.45108,0.99685,0.0002245,0.0002245,0.0002245
237,1182.29,0.95848,0.56119,0.9796,0.9891,0.98601,0.995,0.73962,1.05364,0.45525,0.99975,0.0002212,0.0002212,0.0002212
238,1186.65,0.9129,0.53111,0.96021,0.98801,0.98799,0.995,0.74371,1.07633,0.45369,1.00775,0.0002179,0.0002179,0.0002179
239,1191.15,0.99243,0.57903,0.99929,0.98899,0.9905,0.995,0.73901,1.08645,0.45626,1.01318,0.0002146,0.0002146,0.0002146
240,1195.69,0.97788,0.61425,1.02687,0.98843,0.99059,0.995,0.73803,1.08452,0.4523,1.01113,0.0002113,0.0002113,0.0002113
241,1200.14,0.95653,0.59456,1.01896,0.9892,0.9882,0.995,0.74203,1.08434,0.45305,1.00855,0.000208,0.000208,0.000208
242,1204.57,0.91725,0.54685,0.98354,0.99211,0.9818,0.995,0.73879,1.10583,0.46534,1.01701,0.0002047,0.0002047,0.0002047
243,1209.02,0.97928,0.62483,0.94107,0.99138,0.9816,0.995,0.73925,1.1069,0.4652,1.01871,0.0002014,0.0002014,0.0002014
244,1213.57,0.98313,0.59202,0.99565,0.99116,0.9801,0.995,0.74885,1.10149,0.46101,1.01579,0.0001981,0.0001981,0.0001981
245,1218.19,0.96273,0.5836,0.9834,0.99248,0.9757,0.995,0.76462,1.08683,0.45607,1.00972,0.0001948,0.0001948,0.0001948
246,1222.71,0.98712,0.5803,0.97048,0.9929,0.97502,0.995,0.76859,1.09231,0.46089,1.01255,0.0001915,0.0001915,0.0001915
247,1226.91,0.97926,0.60402,1.00636,0.99208,0.97665,0.995,0.76482,1.09343,0.45665,1.0115,0.0001882,0.0001882,0.0001882
248,1231.8,0.99214,0.58131,1.02427,0.99229,0.97612,0.995,0.73117,1.11584,0.44724,1.02074,0.0001849,0.0001849,0.0001849
249,1236.37,0.98686,0.58976,1.00664,0.99159,0.97757,0.995,0.73638,1.10964,0.4444,1.01695,0.0001816,0.0001816,0.0001816
250,1241.04,0.93636,0.54745,0.98526,0.99054,0.97968,0.995,0.74024,1.10069,0.44278,1.01306,0.0001783,0.0001783,0.0001783
251,1245.32,0.94273,0.56417,0.95397,0.98984,0.98193,0.995,0.74693,1.07946,0.43388,1.0018,0.000175,0.000175,0.000175
252,1249.63,0.94279,0.53854,0.97723,0.99054,0.98059,0.995,0.74302,1.06935,0.43729,0.99606,0.0001717,0.0001717,0.0001717
253,1254.15,0.95442,0.55735,0.96071,0.99063,0.98055,0.995,0.75233,1.06352,0.43457,0.99289,0.0001684,0.0001684,0.0001684
254,1258.54,0.94012,0.55065,0.94906,0.99227,0.97963,0.995,0.75051,1.06973,0.43066,0.99342,0.0001651,0.0001651,0.0001651
255,1262.96,0.96222,0.58579,0.98781,0.99281,0.97932,0.995,0.75555,1.05639,0.42492,0.98821,0.0001618,0.0001618,0.0001618
256,1267.42,0.99006,0.61066,0.98357,0.99292,0.9786,0.995,0.77111,1.05684,0.43121,0.9877,0.0001585,0.0001585,0.0001585
257,1271.59,0.9364,0.58905,1.00557,0.99191,0.97853,0.995,0.7684,1.05575,0.43628,0.98761,0.0001552,0.0001552,0.0001552
258,1276.08,0.98244,0.57046,1.00378,0.99196,0.97553,0.995,0.76915,1.05414,0.44095,0.9872,0.0001519,0.0001519,0.0001519
259,1280.75,0.93613,0.5601,0.95972,0.99244,0.97517,0.995,0.76362,1.06258,0.43441,0.99018,0.0001486,0.0001486,0.0001486
260,1285.47,0.97085,0.55979,0.98208,0.99228,0.9748,0.995,0.74873,1.08506,0.43201,1.00065,0.0001453,0.0001453,0.0001453
261,1290.06,0.96229,0.56972,0.96121,0.99231,0.97445,0.995,0.73494,1.11684,0.43261,1.01515,0.000142,0.000142,0.000142
262,1294.65,0.94207,0.55978,0.99238,0.9923,0.97452,0.995,0.73476,1.10737,0.43534,1.01041,0.0001387,0.0001387,0.0001387
263,1299.15,0.94795,0.55406,0.95283,0.99325,0.97419,0.995,0.74231,1.09411,0.43548,1.00414,0.0001354,0.0001354,0.0001354
264,1303.47,0.88659,0.52925,0.93998,0.99083,0.97714,0.995,0.73863,1.11249,0.43931,1.01169,0.0001321,0.0001321,0.0001321
265,1308.03,0.91545,0.55317,0.96501,0.98873,0.98039,0.995,0.74076,1.11662,0.43663,1.01301,0.0001288,0.0001288,0.0001288
266,1312.72,0.98445,0.55104,0.93653,0.98764,0.98252,0.995,0.72863,1.1276,0.43566,1.01603,0.0001255,0.0001255,0.0001255
267,1317.04,0.91879,0.57172,0.99708,0.98668,0.985,0.995,0.74439,1.10797,0.43779,1.00632,0.0001222,0.0001222,0.0001222
268,1321.46,0.93744,0.59367,0.9833,0.98673,0.9853,0.995,0.74956,1.08571,0.43754,0.99775,0.0001189,0.0001189,0.0001189
269,1325.91,0.93356,0.58494,1.01998,0.98741,0.98356,0.995,0.74853,1.07563,0.43631,0.99305,0.0001156,0.0001156,0.0001156
270,1330.35,0.93366,0.53728,0.95524,0.98995,0.97931,0.995,0.741,1.10749,0.43612,1.00865,0.0001123,0.0001123,0.0001123
271,1334.68,0.92402,0.54093,0.97832,0.98991,0.97959,0.995,0.72946,1.12402,0.43773,1.01682,0.000109,0.000109,0.000109
272,1338.85,0.96688,0.60409,1.00016,0.99001,0.97867,0.995,0.73164,1.12203,0.43688,1.01669,0.0001057,0.0001057,0.0001057
273,1343.25,0.97917,0.54891,1.01651,0.99047,0.97785,0.995,0.73364,1.12382,0.43833,1.01817,0.0001024,0.0001024,0.0001024
274,1347.58,0.90711,0.55536,0.96444,0.9905,0.97833,0.995,0.74214,1.08905,0.42826,1.00351,9.91e-05,9.91e-05,9.91e-05
275,1352.01,0.90369,0.52133,0.97198,0.99126,0.97708,0.995,0.74473,1.08705,0.4338,1.0035,9.58e-05,9.58e-05,9.58e-05
276,1356.29,0.87527,0.51124,0.97476,0.9918,0.97641,0.995,0.74284,1.08795,0.42853,1.00352,9.25e-05,9.25e-05,9.25e-05
277,1360.75,0.95207,0.54661,0.9568,0.9923,0.97647,0.995,0.74611,1.07893,0.43752,1.00038,8.92e-05,8.92e-05,8.92e-05
278,1365.04,0.95018,0.57166,0.98879,0.99247,0.97679,0.995,0.74553,1.0728,0.43125,0.99633,8.59e-05,8.59e-05,8.59e-05
279,1369.29,0.91791,0.53164,0.97218,0.99333,0.97542,0.995,0.75457,1.06419,0.42722,0.99234,8.26e-05,8.26e-05,8.26e-05
280,1373.51,0.9146,0.51973,0.96473,0.9931,0.9745,0.995,0.75367,1.07233,0.43367,0.99226,7.93e-05,7.93e-05,7.93e-05
281,1377.85,0.92395,0.543,0.91902,0.99277,0.9747,0.995,0.75523,1.07955,0.43231,0.99524,7.6e-05,7.6e-05,7.6e-05
282,1382.31,0.93562,0.53406,0.96953,0.99224,0.97555,0.995,0.75589,1.07728,0.43429,0.99551,7.27e-05,7.27e-05,7.27e-05
283,1386.63,0.90589,0.53871,0.97207,0.9929,0.97449,0.995,0.76149,1.06315,0.42996,0.99004,6.94e-05,6.94e-05,6.94e-05
284,1390.72,0.92841,0.5238,0.9682,0.99356,0.9737,0.995,0.76215,1.05676,0.429,0.98776,6.61e-05,6.61e-05,6.61e-05
285,1394.86,0.95442,0.55704,0.9602,0.99369,0.97366,0.995,0.76447,1.05303,0.42565,0.98779,6.28e-05,6.28e-05,6.28e-05
286,1399.09,0.94672,0.55054,0.95238,0.99369,0.9744,0.995,0.75752,1.05221,0.4262,0.99023,5.95e-05,5.95e-05,5.95e-05
287,1403.47,0.95173,0.55201,0.95971,0.99335,0.97485,0.995,0.75136,1.05261,0.42016,0.99067,5.62e-05,5.62e-05,5.62e-05
288,1407.87,0.91597,0.52759,0.96826,0.99325,0.97567,0.995,0.75076,1.05558,0.42775,0.99266,5.29e-05,5.29e-05,5.29e-05
289,1411.98,0.89393,0.52485,0.93814,0.99299,0.9763,0.995,0.75077,1.06026,0.42627,0.9946,4.96e-05,4.96e-05,4.96e-05
290,1416.18,0.89935,0.52218,0.95878,0.99299,0.97726,0.995,0.75056,1.05655,0.42064,0.9937,4.63e-05,4.63e-05,4.63e-05
291,1419.79,0.82905,0.55575,1.01764,0.99309,0.97558,0.995,0.76162,1.05629,0.42776,0.99387,4.3e-05,4.3e-05,4.3e-05
292,1423.46,0.84958,0.61074,1.01908,0.99258,0.97435,0.995,0.7455,1.05852,0.4336,0.99546,3.97e-05,3.97e-05,3.97e-05
293,1427.23,0.8821,0.57581,1.08161,0.99029,0.97501,0.995,0.74287,1.06134,0.43982,0.99677,3.64e-05,3.64e-05,3.64e-05
294,1431.01,0.86848,0.5969,1.01759,0.99002,0.97501,0.995,0.7377,1.06318,0.43887,0.99748,3.31e-05,3.31e-05,3.31e-05
295,1434.77,0.76938,0.88805,0.95993,0.99044,0.97477,0.995,0.73694,1.06613,0.44102,0.99857,2.98e-05,2.98e-05,2.98e-05
296,1438.59,0.84233,0.53827,1.05307,0.99091,0.97356,0.995,0.74851,1.06824,0.44195,0.99901,2.65e-05,2.65e-05,2.65e-05
297,1442.3,0.84388,0.53892,1.00489,0.99094,0.97361,0.995,0.73878,1.0671,0.43997,0.99866,2.32e-05,2.32e-05,2.32e-05
298,1446.51,0.88271,0.58578,1.03989,0.99052,0.97394,0.995,0.74277,1.065,0.44128,0.99656,1.99e-05,1.99e-05,1.99e-05
299,1450.64,0.80804,0.51199,1.01914,0.99036,0.9741,0.995,0.74596,1.06557,0.43808,0.99742,1.66e-05,1.66e-05,1.66e-05
300,1454.33,0.87629,0.59621,1.01048,0.9888,0.97479,0.995,0.74925,1.06415,0.44183,0.99721,1.33e-05,1.33e-05,1.33e-05
